stationID,time,hour,temp,humid,wind_speed,pressure
2,2013-01-02,19:00:00,33.08,39.25,16.11092,1017.2
3,2013-01-02,19:00:00,32,44.74,14.96014,1016.8
1,2013-01-02,20:00:00,33.98,37.86,17.2617,1017.8
2,2013-01-02,20:00:00,35.06,36.26,13.80936,1017.5
3,2013-01-02,20:00:00,33.98,43.33,17.2617,1017.3
1,2013-01-02,21:00:00,33.98,39.72,13.80936,1018.5
2,2013-01-02,21:00:00,33.98,36.37,19.56326,1018.3
3,2013-01-02,21:00:00,33.08,42.84,18.41248,1017.8
1,2013-01-02,22:00:00,32,44.74,6.90468,1018.6
2,2013-01-02,22:00:00,32,40.99,16.11092,1018.8
3,2013-01-02,22:00:00,33.08,47.1,14.96014,1018.3
1,2013-01-02,23:00:00,32,44.74,12.65858,1019.7
2,2013-01-02,23:00:00,32,40.99,11.5078,1019.8
3,2013-01-02,23:00:00,32,46.92,16.11092,1019.2
1,2013-01-03,NA,30.92,46.74,11.5078,1020.3
2,2013-01-03,NA,30.92,44.92,13.80936,1020.6
3,2013-01-03,NA,32,46.92,14.96014,1019.8
1,2013-01-03,01:00:00,30.92,49.01,6.90468,1020.4
2,2013-01-03,01:00:00,30.92,46.74,10.35702,1020.5
3,2013-01-03,01:00:00,30.92,49.01,12.65858,1019.9
1,2013-01-03,02:00:00,30.02,50.84,9.20624,1020.6
2,2013-01-03,02:00:00,30.92,46.74,8.05546,1020.8
3,2013-01-03,02:00:00,30.92,49.01,9.20624,1020.3
1,2013-01-03,03:00:00,30.02,50.84,5.7539,1021.2
2,2013-01-03,03:00:00,30.92,49.01,13.80936,1021.3
3,2013-01-03,03:00:00,30.92,53.44,14.96014,1020.9
1,2013-01-03,04:00:00,28.94,55.69,8.05546,1021.7
2,2013-01-03,04:00:00,30.02,50.84,12.65858,1021.7
3,2013-01-03,04:00:00,30.92,53.44,12.65858,1021.3
1,2013-01-03,05:00:00,28.94,55.69,9.20624,1022.2
2,2013-01-03,05:00:00,30.02,50.84,14.96014,1022
3,2013-01-03,05:00:00,30.02,55.42,13.80936,1021.8
1,2013-01-03,06:00:00,28.04,57.79,8.05546,1021.8
2,2013-01-03,06:00:00,28.94,55.69,16.11092,1021.9
3,2013-01-03,06:00:00,30.02,60.38,14.96014,1021.5
1,2013-01-03,07:00:00,28.04,57.79,10.35702,1022.1
2,2013-01-03,07:00:00,28.94,53.13,16.11092,1022.2
3,2013-01-03,07:00:00,30.02,58.08,11.5078,1021.8
1,2013-01-03,08:00:00,26.96,60.41,8.05546,1022.3
2,2013-01-03,08:00:00,28.94,53.13,12.65858,1022.5
3,2013-01-03,08:00:00,28.94,60.69,14.96014,1021.9
1,2013-01-03,09:00:00,26.96,60.41,6.90468,1022.1
2,2013-01-03,09:00:00,26.96,60.41,9.20624,1022.3
3,2013-01-03,09:00:00,28.94,57.92,13.80936,1021.7
1,2013-01-03,10:00:00,26.06,62.7,5.7539,1021.9
2,2013-01-03,10:00:00,26.96,60.41,12.65858,1022
3,2013-01-03,10:00:00,28.04,60.1,11.5078,1021.7
1,2013-01-03,11:00:00,26.06,62.7,5.7539,1022
2,2013-01-03,11:00:00,26.96,60.41,9.20624,1022.2
3,2013-01-03,11:00:00,26.96,60.41,8.05546,1021.9
1,2013-01-03,12:00:00,26.06,65.21,6.90468,1022.4
2,2013-01-03,12:00:00,26.06,59.81,12.65858,1022.5
3,2013-01-03,12:00:00,26.06,62.7,12.65858,1022.1
1,2013-01-03,13:00:00,26.06,65.21,5.7539,1022.2
2,2013-01-03,13:00:00,26.06,59.81,6.90468,1022.5
3,2013-01-03,13:00:00,26.06,62.7,10.35702,1022
1,2013-01-03,14:00:00,26.96,65.84,5.7539,1022.4
2,2013-01-03,14:00:00,28.04,55.12,10.35702,1022.5
3,2013-01-03,14:00:00,26.06,62.7,9.20624,1022.1
1,2013-01-03,15:00:00,28.04,62.97,5.7539,1022.8
2,2013-01-03,15:00:00,28.94,53.13,10.35702,1022.9
3,2013-01-03,15:00:00,26.06,62.7,8.05546,1022.5
1,2013-01-03,16:00:00,30.92,51.38,9.20624,1022.1
2,2013-01-03,16:00:00,30.92,51.38,8.05546,1022.2
3,2013-01-03,16:00:00,26.96,60.41,9.20624,1021.8
1,2013-01-03,17:00:00,30.92,49.01,4.60312,1021
2,2013-01-03,17:00:00,30.02,46.59,10.35702,1021.3
3,2013-01-03,17:00:00,28.94,53.13,5.7539,1020.8
1,2013-01-03,18:00:00,33.08,42.84,8.05546,1019.8
2,2013-01-03,18:00:00,33.08,42.84,12.65858,1020.2
3,2013-01-03,18:00:00,30.92,46.74,6.90468,1019.6
1,2013-01-03,19:00:00,33.98,41.33,9.20624,1019.1
2,2013-01-03,19:00:00,33.08,42.84,11.5078,1019.5
3,2013-01-03,19:00:00,32,43,10.35702,1019
1,2013-01-03,20:00:00,33.98,41.33,8.05546,1018.7
2,2013-01-03,20:00:00,33.08,41.17,5.7539,1018.9
3,2013-01-03,20:00:00,33.08,41.17,5.7539,1018.4
1,2013-01-03,21:00:00,33.08,44.92,11.5078,1018.8
2,2013-01-03,21:00:00,32,44.74,8.05546,1018.9
3,2013-01-03,21:00:00,33.08,41.17,10.35702,1018.3
1,2013-01-03,22:00:00,32,46.92,10.35702,1018.9
2,2013-01-03,22:00:00,30.92,51.38,10.35702,1019.1
3,2013-01-03,22:00:00,33.08,42.84,13.80936,1018.6
1,2013-01-03,23:00:00,30.02,53.29,9.20624,1019.3
2,2013-01-03,23:00:00,30.92,51.38,13.80936,1019.6
3,2013-01-03,23:00:00,32,46.92,10.35702,1019
1,2013-01-04,NA,30.92,51.38,10.35702,1019.6
2,2013-01-04,NA,30.92,51.38,14.96014,1019.9
3,2013-01-04,NA,32,46.92,12.65858,1019.2
1,2013-01-04,01:00:00,30.92,51.38,11.5078,1019.6
2,2013-01-04,01:00:00,32,49.19,13.80936,1019.9
3,2013-01-04,01:00:00,33.08,44.92,11.5078,1019.4
1,2013-01-04,02:00:00,30.92,51.38,11.5078,1019.4
2,2013-01-04,02:00:00,32,51.15,13.80936,1019.8
3,2013-01-04,02:00:00,33.08,44.92,10.35702,1019
1,2013-01-04,03:00:00,30.92,53.44,12.65858,1019
2,2013-01-04,03:00:00,32,53.6,13.80936,1019.5
3,2013-01-04,03:00:00,33.08,47.1,17.2617,1018.8
1,2013-01-04,04:00:00,28.94,60.69,10.35702,1019
2,2013-01-04,04:00:00,32,53.6,13.80936,1019.4
3,2013-01-04,04:00:00,33.98,47.25,14.96014,1018.6
1,2013-01-04,05:00:00,30.02,60.38,10.35702,1018.4
2,2013-01-04,05:00:00,32,58.37,13.80936,1018.8
3,2013-01-04,05:00:00,33.98,49.51,11.5078,1018
1,2013-01-04,06:00:00,30.02,60.38,13.80936,1018
2,2013-01-04,06:00:00,32,58.37,16.11092,1018.2
3,2013-01-04,06:00:00,33.98,51.47,12.65858,1017.6
1,2013-01-04,07:00:00,28.94,63.1,8.05546,1018.1
2,2013-01-04,07:00:00,32,58.37,14.96014,1018.4
3,2013-01-04,07:00:00,33.98,51.47,17.2617,1017.7
1,2013-01-04,08:00:00,30.02,63.24,10.35702,1018.3
2,2013-01-04,08:00:00,30.92,63.36,11.5078,1018.6
3,2013-01-04,08:00:00,33.98,51.47,11.5078,1018
1,2013-01-04,09:00:00,28.94,66.09,11.5078,1018.2
2,2013-01-04,09:00:00,30.02,65.72,10.35702,1018.4
3,2013-01-04,09:00:00,33.98,51.47,14.96014,1017.7
1,2013-01-04,10:00:00,28.94,68.68,6.90468,1018.4
2,2013-01-04,10:00:00,30.92,60.97,12.65858,1018.5
3,2013-01-04,10:00:00,33.98,53.91,14.96014,1017.7
1,2013-01-04,11:00:00,30.92,66.34,11.5078,1018.4
2,2013-01-04,11:00:00,33.08,60.81,13.80936,1018.7
3,2013-01-04,11:00:00,35.06,51.64,16.11092,1018
1,2013-01-04,12:00:00,33.08,60.81,16.11092,1018.7
2,2013-01-04,12:00:00,33.08,60.81,12.65858,1019
3,2013-01-04,12:00:00,35.06,53.66,14.96014,1018.2
1,2013-01-04,13:00:00,33.98,60.93,10.35702,1018.7
2,2013-01-04,13:00:00,33.98,60.93,18.41248,1019.1
3,2013-01-04,13:00:00,35.06,51.64,19.56326,1018.2
1,2013-01-04,14:00:00,35.06,58.37,13.80936,1019
2,2013-01-04,14:00:00,35.06,56.18,14.96014,1019.4
3,2013-01-04,14:00:00,35.06,53.66,16.11092,1018.6
1,2013-01-04,15:00:00,35.96,54.21,14.96014,1019
2,2013-01-04,15:00:00,35.96,54.21,16.11092,1019.4
3,2013-01-04,15:00:00,35.06,56.18,19.56326,1018.7
1,2013-01-04,16:00:00,37.04,47.75,16.11092,1018.1
2,2013-01-04,16:00:00,35.96,51.78,14.96014,1018.5
3,2013-01-04,16:00:00,35.96,49.83,13.80936,1017.8
1,2013-01-04,17:00:00,37.04,47.75,20.71404,1016.9
2,2013-01-04,17:00:00,35.96,51.78,17.2617,1017.2
3,2013-01-04,17:00:00,35.96,47.57,18.41248,1016.5
1,2013-01-04,18:00:00,39.92,44.33,17.2617,1015.8
2,2013-01-04,18:00:00,37.04,49.62,18.41248,1016.2
3,2013-01-04,18:00:00,37.04,47.75,17.2617,1015.3
1,2013-01-04,19:00:00,37.94,46.09,24.16638,1015.1
2,2013-01-04,19:00:00,37.94,46.09,19.56326,1015.4
3,2013-01-04,19:00:00,37.94,44,13.80936,1014.6
1,2013-01-04,20:00:00,37.94,47.89,21.86482,1014.7
2,2013-01-04,20:00:00,37.94,47.89,20.71404,1014.9
3,2013-01-04,20:00:00,37.94,46.09,14.96014,1014.2
1,2013-01-04,21:00:00,37.94,47.89,18.41248,1014.6
2,2013-01-04,21:00:00,37.04,49.62,20.71404,1014.9
3,2013-01-04,21:00:00,37.94,46.09,17.2617,1014.1
1,2013-01-04,22:00:00,37.04,49.62,17.2617,1014.8
2,2013-01-04,22:00:00,35.96,51.78,19.56326,1015.1
3,2013-01-04,22:00:00,37.04,47.75,17.2617,1014.4
1,2013-01-04,23:00:00,35.96,54.21,13.80936,1015.2
2,2013-01-04,23:00:00,35.96,51.78,18.41248,1015.6
3,2013-01-04,23:00:00,37.04,49.62,16.11092,1014.6
1,2013-01-05,NA,35.06,56.18,9.20624,1015.4
2,2013-01-05,NA,35.96,54.21,18.41248,1015.6
3,2013-01-05,NA,37.04,49.62,17.2617,1015
1,2013-01-05,01:00:00,35.06,56.18,11.5078,1015.5
2,2013-01-05,01:00:00,35.96,54.21,20.71404,1015.7
3,2013-01-05,01:00:00,37.04,47.75,18.41248,1015
1,2013-01-05,02:00:00,35.06,53.66,11.5078,1015.3
2,2013-01-05,02:00:00,35.96,51.78,16.11092,1015.4
3,2013-01-05,02:00:00,35.96,49.83,13.80936,1015.1
1,2013-01-05,03:00:00,35.06,53.66,13.80936,1015.7
2,2013-01-05,03:00:00,35.06,53.66,17.2617,1015.7
3,2013-01-05,03:00:00,35.96,49.83,10.35702,1015.3
1,2013-01-05,04:00:00,33.98,53.91,11.5078,1016.2
2,2013-01-05,04:00:00,33.98,56.02,13.80936,1016.5
3,2013-01-05,04:00:00,35.96,47.57,12.65858,1016
1,2013-01-05,05:00:00,33.08,55.89,11.5078,1016.6
2,2013-01-05,05:00:00,33.98,53.91,13.80936,1016.8
3,2013-01-05,05:00:00,35.96,47.57,10.35702,1016.3
1,2013-01-05,06:00:00,33.08,53.36,10.35702,1017.1
2,2013-01-05,06:00:00,33.98,51.47,14.96014,1017.2
3,2013-01-05,06:00:00,35.96,45.76,10.35702,1016.8
1,2013-01-05,07:00:00,33.08,51.33,10.35702,1017.7
2,2013-01-05,07:00:00,33.98,49.51,17.2617,1017.9
3,2013-01-05,07:00:00,35.06,47.42,13.80936,1017.4
1,2013-01-05,08:00:00,32,53.6,12.65858,1018.8
2,2013-01-05,08:00:00,33.98,47.25,18.41248,1018.9
3,2013-01-05,08:00:00,35.06,45.26,13.80936,1018.5
1,2013-01-05,09:00:00,32,53.6,18.41248,1019.3
2,2013-01-05,09:00:00,33.08,48.98,13.80936,1019.4
3,2013-01-05,09:00:00,33.98,49.51,10.35702,1018.8
1,2013-01-05,10:00:00,32,53.6,11.5078,1020.2
2,2013-01-05,10:00:00,33.08,48.98,12.65858,1020.1
3,2013-01-05,10:00:00,33.98,49.51,14.96014,1019.5
1,2013-01-05,11:00:00,32,53.6,12.65858,1021
2,2013-01-05,11:00:00,33.08,53.36,16.11092,1021.2
3,2013-01-05,11:00:00,33.98,49.51,11.5078,1020.6
1,2013-01-05,12:00:00,33.08,53.36,10.35702,1022.4
2,2013-01-05,12:00:00,33.08,53.36,10.35702,1022.4
3,2013-01-05,12:00:00,33.98,49.51,11.5078,1021.8
1,2013-01-05,13:00:00,32,58.37,9.20624,1023
2,2013-01-05,13:00:00,33.08,55.89,13.80936,1023.3
3,2013-01-05,13:00:00,33.98,51.47,11.5078,1022.6
1,2013-01-05,14:00:00,35.06,53.66,9.20624,1024.5
2,2013-01-05,14:00:00,35.06,53.66,12.65858,1024.5
3,2013-01-05,14:00:00,35.96,49.83,13.80936,1023.8
1,2013-01-05,15:00:00,37.94,50.14,10.35702,1024.8
2,2013-01-05,15:00:00,37.04,49.62,10.35702,1024.9
3,2013-01-05,15:00:00,37.94,46.09,8.05546,1024.4
1,2013-01-05,16:00:00,41,44.51,10.35702,1024.9
2,2013-01-05,16:00:00,41,42.51,20.71404,1024.7
3,2013-01-05,16:00:00,39.92,46.41,17.2617,1024.6
1,2013-01-05,17:00:00,42.08,40.77,14.96014,1024.6
2,2013-01-05,17:00:00,42.98,37.9,17.2617,1024.9
3,2013-01-05,17:00:00,41,44.51,18.41248,1024.2
1,2013-01-05,18:00:00,42.98,39.38,13.80936,1023.9
2,2013-01-05,18:00:00,44.06,37.79,16.11092,1023.9
3,2013-01-05,18:00:00,42.08,42.69,12.65858,1023.6
1,2013-01-05,19:00:00,44.06,37.79,11.5078,1023.6
2,2013-01-05,19:00:00,44.06,36.36,9.20624,1024
3,2013-01-05,19:00:00,42.98,42.84,10.35702,1023.6
1,2013-01-05,20:00:00,44.06,37.79,9.20624,1024
2,2013-01-05,20:00:00,44.06,36.36,11.5078,1024.1
3,2013-01-05,20:00:00,42.98,39.38,9.20624,1023.9
1,2013-01-05,21:00:00,42.98,37.9,8.05546,1024.1
2,2013-01-05,21:00:00,42.08,39.23,8.05546,1024.4
3,2013-01-05,21:00:00,42.98,37.9,8.05546,1023.7
1,2013-01-05,22:00:00,41,42.51,4.60312,1024
2,2013-01-05,22:00:00,39.02,48.07,8.05546,1024.2
3,2013-01-05,22:00:00,42.08,42.69,5.7539,1024
1,2013-01-05,23:00:00,39.92,44.33,4.60312,1024.7
2,2013-01-05,23:00:00,37.94,50.14,5.7539,1025
3,2013-01-05,23:00:00,41,40.9,9.20624,1024.5
1,2013-01-06,NA,39.02,49.93,8.05546,1025
2,2013-01-06,NA,35.96,64.03,9.20624,1025.2
3,2013-01-06,NA,39.92,48.21,0,1024.4
1,2013-01-06,01:00:00,35.96,56.32,6.90468,1024.8
2,2013-01-06,01:00:00,35.06,61.08,8.05546,1025.3
3,2013-01-06,01:00:00,39.92,46.41,5.7539,1024.7
1,2013-01-06,02:00:00,33.98,60.93,4.60312,1024.2
2,2013-01-06,02:00:00,33.98,63.77,5.7539,1024.2
3,2013-01-06,02:00:00,39.02,49.93,3.45234,1024
1,2013-01-06,03:00:00,33.08,66.11,4.60312,1024.1
2,2013-01-06,03:00:00,33.98,66.72,5.7539,1024.6
3,2013-01-06,03:00:00,39.02,48.07,8.05546,1023.9
1,2013-01-06,04:00:00,33.08,66.11,4.60312,1023.3
2,2013-01-06,04:00:00,33.98,66.72,8.05546,1023.9
3,2013-01-06,04:00:00,37.94,50.14,3.45234,1023.1
1,2013-01-06,05:00:00,32,69.04,4.60312,1022.8
2,2013-01-06,05:00:00,35.06,66.36,8.05546,1023.2
3,2013-01-06,05:00:00,37.94,50.14,5.7539,1022.6
1,2013-01-06,06:00:00,33.98,63.77,5.7539,1023.3
2,2013-01-06,06:00:00,35.06,66.36,8.05546,1023.8
3,2013-01-06,06:00:00,37.94,50.14,5.7539,1023.1
1,2013-01-06,07:00:00,33.98,63.77,9.20624,1023.4
2,2013-01-06,07:00:00,35.06,66.36,6.90468,1023.9
3,2013-01-06,07:00:00,37.04,51.95,6.90468,1023.1
1,2013-01-06,08:00:00,33.98,63.77,4.60312,1022.5
2,2013-01-06,08:00:00,35.06,69.4,8.05546,1023
3,2013-01-06,08:00:00,35.96,54.21,10.35702,1022.2
1,2013-01-06,09:00:00,33.98,66.72,5.7539,1021.7
2,2013-01-06,09:00:00,35.96,66.97,8.05546,1022.1
3,2013-01-06,09:00:00,37.04,51.95,6.90468,1021.5
1,2013-01-06,10:00:00,33.08,81.5,8.05546,1020.5
2,2013-01-06,10:00:00,33.8,74.63,10.35702,NA
3,2013-01-06,10:00:00,35.06,72.03,10.35702,1020.5
1,2013-01-06,11:00:00,33.8,86.49,4.60312,NA
2,2013-01-06,11:00:00,33.08,91.66,8.05546,1020.9
3,2013-01-06,11:00:00,35.6,74.8,8.05546,NA
1,2013-01-06,12:00:00,33.98,88.42,5.7539,1020.3
2,2013-01-06,12:00:00,33.8,86.49,10.35702,NA
3,2013-01-06,12:00:00,35.6,74.8,9.20624,NA
1,2013-01-06,13:00:00,33.8,93.03,9.20624,NA
2,2013-01-06,13:00:00,35.6,93.08,11.5078,NA
3,2013-01-06,13:00:00,35.6,80.51,8.05546,NA
1,2013-01-06,14:00:00,35.6,86.59,8.05546,NA
2,2013-01-06,14:00:00,35.6,93.08,10.35702,NA
3,2013-01-06,14:00:00,35.96,81.72,10.35702,1019.8
1,2013-01-06,15:00:00,35.6,86.59,8.05546,NA
2,2013-01-06,15:00:00,35.6,86.59,14.96014,NA
3,2013-01-06,15:00:00,37.04,75.5,6.90468,1019.6
1,2013-01-06,16:00:00,37.4,74.98,11.5078,NA
2,2013-01-06,16:00:00,39.2,80.79,11.5078,NA
3,2013-01-06,16:00:00,39.2,64.93,8.05546,NA
1,2013-01-06,17:00:00,42.98,59.93,10.35702,1017.4
2,2013-01-06,17:00:00,39.92,73.08,12.65858,1017.8
3,2013-01-06,17:00:00,41,61.89,9.20624,1017.1
1,2013-01-06,18:00:00,46.04,51.03,10.35702,1016.3
2,2013-01-06,18:00:00,42.08,67.22,12.65858,1016.8
3,2013-01-06,18:00:00,42.98,52.87,10.35702,1016.1
1,2013-01-06,19:00:00,46.94,45.48,13.80936,1015.5
2,2013-01-06,19:00:00,42.98,62.16,10.35702,1016.1
3,2013-01-06,19:00:00,44.96,49.02,6.90468,1015.4
1,2013-01-06,20:00:00,48.02,40.22,14.96014,1015.1
2,2013-01-06,20:00:00,44.96,55.56,10.35702,1015.6
3,2013-01-06,20:00:00,46.04,47.05,6.90468,1014.9
1,2013-01-06,21:00:00,46.94,40.35,11.5078,1015
2,2013-01-06,21:00:00,44.06,55.02,10.35702,1015.5
3,2013-01-06,21:00:00,46.04,43.34,6.90468,1014.8
1,2013-01-06,22:00:00,44.96,47.23,6.90468,1015.5
2,2013-01-06,22:00:00,41,59.65,11.5078,1015.8
3,2013-01-06,22:00:00,46.04,39.9,11.5078,1015
1,2013-01-06,23:00:00,44.06,48.87,8.05546,1016
2,2013-01-06,23:00:00,41,61.89,10.35702,1016.3
3,2013-01-06,23:00:00,44.96,43.49,13.80936,1015.7
1,2013-01-07,NA,44.06,46.73,10.35702,1016.5
2,2013-01-07,NA,42.98,50.94,14.96014,1016.7
3,2013-01-07,NA,44.96,43.49,16.11092,1016.3
1,2013-01-07,01:00:00,42.98,48.7,10.35702,1016.6
2,2013-01-07,01:00:00,42.98,48.7,11.5078,1016.8
